DATE,SM_ROOTZONE,SM_SURFACE,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,QV2M,RH2M,WS10M,PS,CITY,FLOOD
2016-01-01,0.3328661024570465,0.3382753133773803,40.23,22.93,26.42,20.85,16.85,88.15,1.16,91.17,Bandung,0
2016-01-02,0.339738130569458,0.3462068140506744,26.67,22.29,24.6,20.84,16.96,91.75,1.48,91.19,Bandung,0
2016-01-03,0.3457726538181305,0.3555072247982025,24.38,22.53,25.56,20.64,17.13,91.47,2.07,91.19,Bandung,0
2016-01-04,0.3490241169929504,0.348244309425354,7.91,22.37,25.01,20.86,17.39,93.38,1.17,91.18,Bandung,0
2016-01-05,0.3515737056732178,0.3573975563049316,17.16,22.61,25.86,20.39,17.16,91.19,1.23,91.17,Bandung,0
2016-01-06,0.3494633436203003,0.3459062278270721,12.25,23.64,28.6,20.36,16.33,83.06,1.18,91.18,Bandung,0
2016-01-07,0.3454639911651611,0.3300569057464599,0.82,23.16,28.14,19.58,16.25,84.75,2.06,91.23,Bandung,0
2016-01-08,0.3411214649677276,0.3194033801555633,0.47,22.63,27.82,17.57,15.6,83.84,1.87,91.14,Bandung,0
2016-01-09,0.3424852788448334,0.3433268964290619,2.68,23.16,27.97,19.07,16.57,85.92,1.48,91.07,Bandung,0
2016-01-10,0.345794677734375,0.3494583964347839,14.24,23.11,26.66,20.52,17.09,88.36,1.55,91.1,Bandung,0
2016-01-11,0.3454382419586181,0.344329833984375,6.99,23.23,27.51,19.77,16.61,85.67,1.17,91.08,Bandung,0
2016-01-12,0.3504225313663482,0.3556489944458008,29.3,22.77,26.79,20.22,17.02,89.68,1.86,91.0,Bandung,0
2016-01-13,0.355486124753952,0.3590524196624756,19.43,22.98,27.49,19.27,16.62,86.78,1.63,90.99,Bandung,0
2016-01-14,0.3547038733959198,0.3468355238437652,6.65,22.7,26.51,20.04,17.18,90.62,1.91,90.92,Bandung,0
2016-01-15,0.3515433669090271,0.3441958129405975,13.43,22.13,24.62,20.31,17.03,92.65,1.72,90.89,Bandung,0
2016-01-16,0.3481744229793548,0.3330256342887878,0.15,22.52,26.68,18.9,15.09,81.63,1.05,90.89,Bandung,0
2016-01-17,0.3485407829284668,0.3434237837791443,4.48,23.09,27.52,19.13,16.68,86.35,1.28,90.89,Bandung,0
2016-01-18,0.3524808585643768,0.3530844151973724,18.38,22.61,26.09,20.5,17.33,91.68,1.18,90.85,Bandung,0
2016-01-19,0.3554883897304535,0.3564553260803222,38.08,22.4,25.61,20.48,17.19,92.07,1.48,90.9,Bandung,0
2016-01-20,0.3706734180450439,0.3793558776378631,43.28,21.85,24.47,19.81,16.73,92.74,2.53,91.07,Bandung,0
2016-01-21,0.3764939606189728,0.3668068349361419,2.47,22.11,25.18,20.2,16.18,88.64,1.14,91.08,Bandung,0
2016-01-22,0.3725949227809906,0.3637732267379761,3.79,22.22,26.25,18.84,16.53,89.97,2.04,91.03,Bandung,0
2016-01-23,0.3705876171588897,0.3621808290481567,19.36,21.27,23.64,19.17,16.2,93.09,3.33,91.1,Bandung,0
2016-01-24,0.3685334026813507,0.3588795065879822,10.66,20.84,24.01,18.72,15.37,90.93,2.93,91.23,Bandung,0
2016-01-25,0.3664628863334656,0.3519175052642822,15.66,20.96,24.52,18.16,15.3,90.04,2.84,91.21,Bandung,0
2016-01-26,0.3652535080909729,0.3559893369674682,1.94,21.74,25.2,18.72,15.63,87.84,1.75,91.17,Bandung,0
2016-01-27,0.3659631013870239,0.359757661819458,2.24,22.28,27.1,18.84,14.69,80.97,2.09,91.13,Bandung,0
2016-01-28,0.3641941845417022,0.3501293063163757,3.04,22.63,27.95,18.36,15.82,85.09,1.42,90.97,Bandung,0
2016-01-29,0.3625339865684509,0.3531283736228943,4.03,23.06,27.8,19.33,16.53,86.26,1.7,91.03,Bandung,0
2016-01-30,0.3635258078575134,0.3567943274974823,3.46,22.29,25.4,19.93,16.81,90.92,1.98,90.99,Bandung,0
2016-01-31,0.3668020367622375,0.362185001373291,11.79,21.83,25.2,19.19,16.0,89.16,3.19,90.92,Bandung,0
2016-02-01,0.3647740483283996,0.3543325364589691,23.02,22.18,26.04,19.07,16.87,91.57,3.64,90.88,Bandung,0
2016-02-02,0.3712015748023987,0.3708899319171905,34.39,21.53,23.76,19.78,16.55,93.43,2.66,90.95,Bandung,0
2016-02-03,0.3733980059623718,0.364274799823761,10.26,21.12,23.99,18.73,15.54,90.17,2.62,91.0,Bandung,0
2016-02-04,0.3710936307907104,0.3618853688240051,7.98,21.89,26.16,18.55,16.29,90.16,2.77,90.91,Bandung,0
2016-02-05,0.3707821071147918,0.3625056743621826,12.4,21.99,26.07,18.72,16.31,89.74,2.67,90.89,Bandung,0
2016-02-06,0.3711927831172943,0.3637923896312713,6.48,22.4,26.98,18.91,16.57,88.96,2.28,90.85,Bandung,0
2016-02-07,0.3781015872955322,0.3735881745815277,18.28,22.72,26.95,19.76,17.11,90.08,1.85,90.88,Bandung,0
2016-02-08,0.3798584342002868,0.3734822571277618,23.41,22.38,25.84,19.94,16.9,90.76,2.91,90.92,Bandung,1
2016-02-09,0.3919793963432312,0.3838757872581482,24.97,22.3,25.99,19.91,16.98,91.59,2.25,90.92,Bandung,1
2016-02-10,0.391730934381485,0.3811444044113159,18.84,21.95,24.23,19.97,16.64,91.61,1.73,90.9,Bandung,0
2016-02-11,0.3922837376594543,0.3799206614494324,13.83,21.52,23.14,20.05,16.98,95.64,3.21,90.9,Bandung,0
2016-02-12,0.392781138420105,0.3809621036052704,14.71,21.17,24.17,19.04,15.98,92.41,2.5,91.02,Bandung,0
2016-02-13,0.3922707140445709,0.3787058591842651,12.27,21.76,25.43,19.12,16.2,90.53,1.7,91.08,Bandung,0
2016-02-14,0.3913192749023437,0.3766502737998962,2.97,22.09,25.69,19.54,16.62,91.04,1.67,91.06,Bandung,0
2016-02-15,0.3893574476242065,0.3715113401412964,1.41,22.11,25.96,18.84,16.25,88.97,2.02,91.04,Bandung,0
2016-02-16,0.3882627189159393,0.374240905046463,11.16,21.89,25.62,18.54,16.3,90.37,2.61,91.09,Bandung,0
2016-02-17,0.3866218328475952,0.3676681518554687,12.75,22.14,25.24,19.46,16.49,90.09,1.88,91.16,Bandung,0
2016-02-18,0.3830879926681518,0.3586598336696625,4.18,22.68,26.53,19.71,16.72,88.61,1.37,91.1,Bandung,0
2016-02-19,0.379417210817337,0.3533729314804077,1.08,23.28,27.92,19.71,16.3,84.07,1.04,91.05,Bandung,0
2016-02-20,0.3780684471130371,0.3624192476272583,19.01,22.43,25.66,20.55,17.13,91.74,1.22,91.07,Bandung,0
2016-02-21,0.3813028335571289,0.374561458826065,19.95,22.07,25.49,19.31,16.45,90.3,1.69,91.15,Bandung,0
2016-02-22,0.3882607519626617,0.3804768919944763,17.44,23.0,27.55,19.5,16.35,85.66,0.68,91.2,Bandung,0
2016-02-23,0.3884386122226715,0.3731448650360107,21.39,22.0,25.68,18.76,17.0,93.16,1.81,91.07,Bandung,0
2016-02-24,0.3889617323875427,0.377591460943222,28.63,21.61,24.81,18.5,15.95,89.23,1.95,91.05,Bandung,1
2016-02-25,0.3880220651626587,0.3726966679096222,30.28,21.43,23.47,19.83,16.8,95.41,2.48,91.14,Bandung,0
2016-02-26,0.3875318169593811,0.3757413923740387,14.88,21.99,25.86,18.83,16.59,91.29,1.59,91.15,Bandung,1
2016-02-27,0.3900947570800781,0.3796537816524505,19.3,21.39,23.26,19.39,16.75,95.28,1.56,91.1,Bandung,1
2016-02-28,0.3915272057056427,0.373905748128891,17.59,21.68,25.85,18.1,16.37,91.58,2.21,91.15,Bandung,0
2016-02-29,0.3887431621551513,0.372428834438324,23.89,21.5,24.69,19.19,16.48,93.4,3.13,91.17,Bandung,0
2016-03-01,0.3869072496891022,0.3692259192466736,14.56,20.62,23.85,18.51,15.59,93.2,4.09,91.11,Bandung,0
2016-03-02,0.3841807842254638,0.3658145368099212,14.47,21.4,24.87,18.52,16.34,93.09,3.42,91.15,Bandung,0
2016-03-03,0.3814103603363037,0.3612889051437378,7.12,22.63,26.18,19.62,17.24,91.37,1.78,91.13,Bandung,0
2016-03-04,0.3838506937026977,0.3724837899208069,25.76,22.52,25.12,20.89,17.28,92.07,1.55,91.04,Bandung,1
2016-03-05,0.3863195478916168,0.372902899980545,6.09,22.72,26.12,20.15,17.3,91.08,2.04,90.97,Bandung,0
2016-03-06,0.3867048621177673,0.3746682405471802,12.95,23.12,26.76,20.31,17.27,89.08,1.27,91.01,Bandung,0
2016-03-07,0.3902798295021057,0.3787273466587066,26.33,22.57,25.17,20.63,17.77,93.97,1.41,90.92,Bandung,0
2016-03-08,0.3904733061790466,0.3764102756977081,28.71,22.95,26.16,20.97,17.84,92.33,0.9,90.88,Bandung,0
2016-03-09,0.3904350399971008,0.3752695322036743,21.57,23.29,26.88,20.9,17.82,90.65,1.69,90.92,Bandung,0
2016-03-10,0.3894126117229461,0.3758723735809326,10.1,23.85,28.36,21.14,17.69,87.41,1.35,91.03,Bandung,0
2016-03-11,0.3905938267707824,0.3794043958187103,24.77,22.95,26.54,20.53,17.47,90.75,1.03,91.0,Bandung,0
2016-03-12,0.3933199346065521,0.3818531036376953,8.41,23.5,27.49,20.18,17.44,87.99,1.27,91.02,Bandung,1
2016-03-13,0.396115630865097,0.3797291219234466,17.51,23.26,26.39,21.17,17.98,91.52,1.73,91.05,Bandung,1
2016-03-14,0.3932614624500274,0.3775057196617126,12.47,23.41,27.62,20.58,16.97,86.47,0.91,91.08,Bandung,0
2016-03-15,0.3944949209690094,0.3824049830436706,25.62,22.77,25.98,20.2,16.1,85.19,1.12,91.02,Bandung,0
2016-03-16,0.3938011825084686,0.3775694966316223,13.45,22.91,26.8,19.76,17.08,89.07,1.49,90.98,Bandung,0
2016-03-17,0.3944363594055176,0.3832907974720001,13.88,22.66,25.12,20.68,17.3,91.29,1.72,90.98,Bandung,0
2016-03-18,0.3988962173461914,0.3846555352210998,5.34,22.62,24.75,20.84,17.26,91.3,2.01,90.97,Bandung,0
2016-03-19,0.3955419957637787,0.3748756349086761,10.18,23.32,26.93,20.09,17.6,89.38,1.47,90.95,Bandung,0
2016-03-20,0.3955308794975281,0.377256840467453,4.11,22.82,24.68,21.44,18.31,95.21,1.58,90.92,Bandung,0
2016-03-21,0.3927649557590484,0.3740674555301666,17.09,22.97,25.82,20.75,17.57,90.98,1.46,90.93,Bandung,0
2016-03-22,0.3922919631004333,0.3784074783325195,60.7,22.7,25.82,20.5,17.84,93.59,1.9,90.87,Bandung,0
2016-03-23,0.3943353593349457,0.382906973361969,9.12,21.78,24.35,20.1,17.19,95.23,2.56,90.98,Bandung,0
2016-03-24,0.3955113589763641,0.3817108869552612,1.29,22.72,27.16,19.22,16.45,87.2,1.0,91.17,Bandung,1
2016-03-25,0.3980876207351684,0.3861351609230041,10.02,23.04,26.74,20.35,17.34,89.8,1.89,91.2,Bandung,1
2016-03-26,0.4019279479980469,0.3837755620479584,18.71,22.02,24.69,19.72,16.65,91.56,2.28,91.28,Bandung,0
2016-03-27,0.3974708616733551,0.3796511590480804,6.19,22.75,26.51,19.7,17.15,90.34,0.99,91.18,Bandung,0
2016-03-28,0.3966110348701477,0.3834572434425354,15.04,23.04,26.82,20.4,17.47,90.42,1.37,91.14,Bandung,1
2016-03-29,0.403890997171402,0.391741931438446,25.06,22.51,25.86,20.56,16.67,89.33,1.3,91.22,Bandung,0
2016-03-30,0.4025112986564636,0.3817372918128967,8.06,22.22,24.78,20.24,17.14,93.01,2.19,91.19,Bandung,0
2016-03-31,0.3997490406036377,0.3834580779075622,8.73,22.79,26.48,20.4,17.16,90.17,1.51,91.09,Bandung,0
2016-04-01,0.3997409343719482,0.3858658671379089,11.59,22.9,26.51,20.0,17.01,88.92,1.0,91.01,Bandung,1
2016-04-02,0.4002114236354828,0.384550929069519,27.07,22.26,25.38,19.68,16.84,91.14,1.4,91.04,Bandung,0
2016-04-03,0.3979467451572418,0.380932867527008,6.54,22.86,26.29,20.41,17.16,89.78,1.8,91.1,Bandung,0
2016-04-04,0.3954461216926574,0.3794276118278503,5.39,22.45,25.9,19.36,16.78,89.93,1.48,91.04,Bandung,0
2016-04-05,0.3968825042247772,0.38353231549263,31.37,22.73,26.03,20.32,17.58,92.23,2.06,90.98,Bandung,0
2016-04-06,0.3959532976150512,0.380154550075531,8.85,22.15,25.38,19.99,16.94,92.22,1.63,91.03,Bandung,0
2016-04-07,0.3925764560699463,0.3715912103652954,6.06,22.69,26.94,18.93,16.77,88.64,1.53,91.03,Bandung,0
2016-04-08,0.3890339136123657,0.3692143559455871,7.64,22.96,27.23,18.82,16.64,86.75,1.35,91.01,Bandung,0
2016-04-09,0.3946124017238617,0.3871546983718872,70.96,22.49,24.74,20.87,17.91,95.06,1.13,90.93,Bandung,0
2016-04-10,0.3960230052471161,0.374367892742157,12.91,22.85,26.31,20.04,17.46,91.16,1.7,91.0,Bandung,0
2016-04-11,0.3952108919620514,0.3834511637687683,44.96,23.11,26.52,20.38,17.58,90.37,1.56,91.0,Bandung,0
2016-04-12,0.3980886340141296,0.3864641189575195,18.19,22.93,26.0,21.16,17.73,92.0,1.01,90.93,Bandung,0
2016-04-13,0.4016314148902893,0.3887385725975036,6.82,21.85,23.37,20.14,17.34,95.7,2.03,90.92,Bandung,0
2016-04-14,0.4039975702762604,0.3885896801948547,2.31,22.01,24.95,19.57,16.65,91.42,1.81,91.03,Bandung,0
2016-04-15,0.400474339723587,0.3803538680076599,1.39,21.85,23.91,20.04,16.33,90.61,1.32,91.06,Bandung,0
2016-04-16,0.3971360027790069,0.3800854086875915,1.1,22.58,25.37,20.78,17.57,92.91,1.13,90.96,Bandung,0
2016-04-17,0.3957093358039856,0.3796746134757995,23.39,22.57,26.34,20.15,17.33,91.99,1.69,91.0,Bandung,0
2016-04-18,0.394264280796051,0.3782109022140503,6.06,23.62,27.99,20.35,16.95,85.33,0.88,91.0,Bandung,0
2016-04-19,0.3966025412082672,0.3822895586490631,10.97,23.26,26.74,20.65,17.77,90.39,1.89,90.94,Bandung,0
2016-04-20,0.3950343430042267,0.3788096606731415,27.79,22.87,26.84,20.63,17.58,91.78,1.64,91.0,Bandung,0
2016-04-21,0.3922997713088989,0.3689137995243072,24.65,21.92,25.27,19.59,16.44,91.0,1.94,91.01,Bandung,0
2016-04-22,0.3890084624290466,0.3657476007938385,15.83,22.34,25.69,19.66,16.68,89.83,1.87,90.99,Bandung,0
2016-04-23,0.3874092698097229,0.3719335794448852,4.1,22.26,25.57,19.48,17.19,92.78,2.34,90.93,Bandung,0
2016-04-24,0.3856375515460968,0.3687312006950378,3.55,21.88,24.64,19.87,16.78,92.68,1.94,90.89,Bandung,0
2016-04-25,0.3844651877880096,0.3711522221565246,6.01,22.07,25.74,19.39,16.97,92.68,2.31,90.95,Bandung,0
2016-04-26,0.3855842649936676,0.374257892370224,14.09,22.16,25.83,19.81,16.86,91.85,1.48,91.01,Bandung,0
2016-04-27,0.3887206315994262,0.3786135613918304,14.25,22.62,26.51,19.94,16.78,89.15,1.52,90.94,Bandung,0
2016-04-28,0.3946727514266968,0.3796187341213226,23.34,22.1,24.7,19.53,17.52,95.08,2.15,90.92,Bandung,1
2016-04-29,0.3927488029003143,0.3761117458343506,34.73,22.07,23.97,20.24,17.28,94.25,2.06,90.99,Bandung,0
2016-04-30,0.3891699910163879,0.3713647425174713,15.25,21.67,24.81,18.85,16.62,92.96,1.98,90.98,Bandung,0
2016-05-01,0.386566549539566,0.3691779971122741,2.3,22.13,25.22,20.2,16.84,91.84,1.71,91.01,Bandung,0
2016-05-02,0.3859564065933227,0.3735173940658569,8.69,22.11,25.8,19.54,16.46,89.99,1.74,91.01,Bandung,0
2016-05-03,0.38504758477211,0.3711468875408172,3.62,22.32,26.17,19.28,16.93,91.17,1.92,90.95,Bandung,0
2016-05-04,0.3824499249458313,0.3672204613685608,0.97,22.24,26.4,18.54,16.74,90.6,1.96,90.91,Bandung,0
2016-05-05,0.3825433552265167,0.3710161447525024,7.25,21.65,23.38,19.89,16.98,94.91,1.82,90.93,Bandung,0
2016-05-06,0.3805490732192993,0.3636253178119659,6.02,22.89,27.12,19.51,16.95,88.48,0.99,90.83,Bandung,0
2016-05-07,0.3786104619503021,0.3620501458644867,5.72,22.39,25.19,20.42,17.13,91.82,1.59,90.91,Bandung,0
2016-05-08,0.3820585310459137,0.3748053014278412,6.76,22.49,26.61,19.19,16.64,89.1,1.51,90.97,Bandung,0
2016-05-09,0.3874626159667969,0.3783944547176361,7.73,22.69,26.65,20.05,17.39,91.65,1.42,90.94,Bandung,0
2016-05-10,0.3876141607761383,0.3658402562141418,2.27,22.62,25.89,20.34,17.4,91.95,2.04,90.87,Bandung,0
2016-05-11,0.3849621415138244,0.3687275052070617,1.47,22.25,26.24,19.01,15.94,86.97,1.43,90.87,Bandung,0
2016-05-12,0.3904129862785339,0.3840296566486358,22.84,22.56,26.16,19.64,17.16,90.98,1.6,90.81,Bandung,0
2016-05-13,0.3923382461071014,0.3708473443984985,8.18,22.61,25.89,19.01,17.18,90.73,1.86,90.83,Bandung,0
2016-05-14,0.3878591060638428,0.3682630360126495,1.9,22.53,25.28,20.66,17.4,92.46,1.99,91.0,Bandung,0
2016-05-15,0.3877541422843933,0.375129222869873,20.36,22.43,25.65,20.22,17.41,92.88,1.84,90.92,Bandung,0
2016-05-16,0.386269748210907,0.3712469637393951,8.3,23.17,27.08,20.25,17.88,91.34,1.95,90.83,Bandung,0
2016-05-17,0.385596752166748,0.3715367913246155,11.78,23.36,27.33,20.46,17.77,90.04,1.29,90.9,Bandung,0
2016-05-18,0.3833770453929901,0.3627632558345794,5.63,23.04,27.1,20.25,17.34,89.66,2.02,90.9,Bandung,0
2016-05-19,0.3802964687347412,0.3572798669338226,1.26,22.87,27.32,19.42,16.9,88.51,1.7,90.92,Bandung,0
2016-05-20,0.3769027292728424,0.3516924977302551,11.05,23.09,28.05,19.21,16.75,86.96,1.09,90.83,Bandung,0
2016-05-21,0.3791668713092804,0.3690221607685089,37.55,22.94,26.58,20.46,17.86,92.58,1.78,90.95,Bandung,0
2016-05-22,0.3833290338516235,0.3757398128509521,19.17,22.53,25.48,20.47,17.59,93.49,2.48,91.07,Bandung,0
2016-05-23,0.3840207457542419,0.3687981963157654,14.53,22.85,26.17,20.26,17.21,90.07,1.16,91.11,Bandung,1
2016-05-24,0.3823298513889313,0.3666357398033142,4.99,23.13,27.27,19.76,17.47,89.76,1.34,91.0,Bandung,0
2016-05-25,0.3801731467247009,0.3605486154556274,8.97,22.69,26.21,20.46,17.29,91.14,1.87,90.97,Bandung,0
2016-05-26,0.3790485262870788,0.3648810982704162,7.0,21.97,24.99,19.44,16.93,93.04,2.02,91.04,Bandung,0
2016-05-27,0.378095269203186,0.3651135563850403,2.14,21.73,24.84,19.23,16.32,91.3,1.65,91.13,Bandung,0
2016-05-28,0.3788124024868011,0.3685042560100555,1.8,21.86,25.19,19.45,16.43,91.2,2.23,91.04,Bandung,0
2016-05-29,0.3797428011894226,0.3689106106758117,3.02,21.27,24.64,18.67,15.98,91.9,2.02,91.02,Bandung,0
2016-05-30,0.3801353573799133,0.3680015504360199,7.15,20.86,23.86,18.01,15.41,90.92,1.68,91.06,Bandung,0
2016-05-31,0.3782326579093933,0.3592797815799713,3.22,21.42,25.01,18.18,15.46,88.48,1.14,91.13,Bandung,0
2016-06-01,0.377136081457138,0.363413393497467,0.42,22.69,27.46,18.99,16.31,86.86,1.32,91.08,Bandung,0
2016-06-02,0.376001238822937,0.3591062128543854,3.82,22.57,26.06,19.94,17.04,90.69,1.03,91.02,Bandung,0
2016-06-03,0.374740719795227,0.3630964159965515,6.18,21.54,24.04,19.53,16.68,94.13,1.79,91.06,Bandung,0
2016-06-04,0.3718606829643249,0.3518276214599609,0.4,22.32,27.11,18.38,15.68,85.61,1.36,91.12,Bandung,0
2016-06-05,0.3690585792064667,0.3480357229709625,1.26,22.02,24.99,19.5,16.31,89.78,1.04,91.12,Bandung,0
2016-06-06,0.3710298836231231,0.3657797574996948,7.05,22.45,26.95,19.9,16.28,87.95,1.15,91.18,Bandung,0
2016-06-07,0.3742733895778656,0.367809921503067,11.51,21.97,25.99,19.02,15.01,83.9,1.41,91.18,Bandung,1
2016-06-08,0.3789225220680237,0.363086074590683,12.21,21.79,25.0,19.05,15.63,87.48,1.7,91.16,Bandung,0
2016-06-09,0.376478374004364,0.3643026947975158,11.33,22.18,26.43,18.55,16.14,88.26,1.28,91.11,Bandung,0
2016-06-10,0.373066246509552,0.3524967730045318,1.67,21.85,25.63,18.75,15.89,88.79,1.98,91.15,Bandung,0
2016-06-11,0.3696677982807159,0.3465566337108612,0.12,21.21,26.48,16.89,14.04,82.93,1.29,91.22,Bandung,0
2016-06-12,0.3667161464691162,0.342083215713501,0.51,21.45,26.27,17.08,15.41,88.21,1.8,91.13,Bandung,0
2016-06-13,0.3640080690383911,0.3404127955436706,1.21,21.92,25.89,18.4,16.03,88.93,1.55,91.06,Bandung,0
2016-06-14,0.3689059913158417,0.361771821975708,3.6,21.59,24.6,19.69,16.4,92.46,1.48,91.04,Bandung,0
2016-06-15,0.3673256635665893,0.3510560989379883,3.18,21.53,25.3,18.94,16.04,90.93,2.28,90.99,Bandung,0
2016-06-16,0.3642780482769012,0.3436385989189148,1.59,21.4,25.21,18.4,15.77,90.09,2.18,90.93,Bandung,0
2016-06-17,0.3655526041984558,0.3590248525142669,36.01,21.98,25.55,18.67,16.48,90.72,2.18,90.86,Bandung,0
2016-06-18,0.373087465763092,0.3730097711086273,15.39,21.13,23.56,19.92,16.35,94.56,2.36,90.97,Bandung,0
2016-06-19,0.3771960437297821,0.3645422160625458,3.46,21.36,24.42,19.11,15.49,88.67,1.6,90.98,Bandung,0
2016-06-20,0.372832179069519,0.3528516590595245,1.24,21.76,25.86,18.5,15.21,85.4,1.13,90.92,Bandung,0
2016-06-21,0.3694965243339538,0.3513500988483429,1.49,22.12,25.94,18.92,15.35,84.37,1.1,90.94,Bandung,0
2016-06-22,0.3677484691143036,0.3518161475658417,0.49,21.56,25.29,19.08,14.91,84.8,1.37,91.01,Bandung,0
2016-06-23,0.3650650680065155,0.344375342130661,1.59,21.42,25.34,18.4,15.22,87.17,1.76,91.04,Bandung,0
2016-06-24,0.362459123134613,0.3408495187759399,4.84,21.13,25.24,17.67,13.63,80.45,0.83,91.02,Bandung,0
2016-06-25,0.3609150350093841,0.3449881374835968,4.95,21.26,25.66,17.27,15.13,87.44,1.41,91.08,Bandung,0
2016-06-26,0.3590239286422729,0.3396337330341339,6.38,21.7,25.78,19.09,16.03,90.1,1.64,91.05,Bandung,0
2016-06-27,0.3591056764125824,0.3521677255630493,4.05,20.97,24.91,18.75,15.11,88.88,1.36,91.0,Bandung,0
2016-06-28,0.3593544065952301,0.3512931168079376,1.39,21.38,24.99,18.52,15.89,90.79,1.61,90.98,Bandung,0
2016-06-29,0.3602823317050934,0.3541768789291382,11.23,21.89,25.8,18.98,15.76,87.79,1.07,91.04,Bandung,0
2016-06-30,0.361647367477417,0.3483110070228576,14.44,21.53,24.51,19.48,16.25,92.01,2.02,91.04,Bandung,0
2016-07-01,0.363055944442749,0.360658198595047,9.63,21.49,25.94,18.02,15.31,87.48,1.53,91.09,Bandung,1
2016-07-02,0.372392326593399,0.3638480901718139,1.16,22.19,26.98,18.52,15.37,84.54,0.72,91.13,Bandung,0
2016-07-03,0.3714770674705505,0.3625332415103912,14.94,22.45,26.69,19.15,16.36,88.07,0.81,91.09,Bandung,0
2016-07-04,0.3676480650901794,0.3485132157802582,9.03,22.29,25.72,20.1,16.82,90.98,1.39,90.99,Bandung,0
2016-07-05,0.3642654716968536,0.3461255431175232,3.63,22.28,26.29,19.14,16.57,89.88,1.39,90.99,Bandung,0
2016-07-06,0.3611680567264557,0.3404792547225952,0.25,22.16,27.07,18.58,15.71,86.31,1.77,90.96,Bandung,0
2016-07-07,0.3588728904724121,0.3392676711082458,2.54,21.36,25.9,17.47,15.22,87.7,1.98,91.01,Bandung,0
2016-07-08,0.3563957214355469,0.3337895572185516,5.23,21.51,25.54,18.43,15.7,89.3,2.13,91.0,Bandung,0
2016-07-09,0.3538077473640442,0.3292286098003387,1.82,21.51,25.52,18.36,15.78,89.76,2.42,91.03,Bandung,0
2016-07-10,0.3528285920619964,0.3390901982784271,4.25,21.94,25.82,19.04,16.21,89.68,2.17,90.96,Bandung,0
2016-07-11,0.35319983959198,0.3457102477550506,5.94,22.28,26.05,19.77,16.61,90.06,1.48,90.99,Bandung,0
2016-07-12,0.3567890226840973,0.3564019799232483,8.68,21.86,24.98,19.15,16.49,91.39,1.13,90.96,Bandung,0
2016-07-13,0.355608195066452,0.3482993841171264,49.31,22.14,25.55,19.71,16.59,90.56,1.63,90.92,Bandung,0
2016-07-14,0.3532398641109466,0.340381771326065,21.11,21.47,24.98,18.98,16.06,91.2,1.71,90.89,Bandung,0
2016-07-15,0.3518639504909515,0.3424799144268036,5.49,21.69,25.85,18.17,15.93,89.4,1.65,90.91,Bandung,0
2016-07-16,0.3537337779998779,0.3542089462280273,17.84,21.75,26.03,18.05,15.84,88.79,1.12,90.99,Bandung,0
2016-07-17,0.3620812594890594,0.3675196170806885,24.97,21.99,25.34,19.6,16.47,90.62,1.08,91.02,Bandung,0
2016-07-18,0.3632473945617676,0.3565603494644165,14.89,21.98,25.4,19.8,16.63,91.49,1.75,90.92,Bandung,0
2016-07-19,0.3607782423496246,0.3551428318023681,13.17,21.55,25.36,18.35,15.65,88.75,1.39,90.88,Bandung,0
2016-07-20,0.3609591722488403,0.3533084988594055,18.66,20.33,21.59,18.78,15.82,96.03,2.42,90.96,Bandung,0
2016-07-21,0.3634137213230133,0.3633954226970672,4.38,21.44,24.65,19.26,16.03,91.29,1.55,90.96,Bandung,0
2016-07-22,0.3676312863826751,0.3615178167819977,29.45,20.89,22.98,19.42,15.96,93.71,1.37,91.0,Bandung,0
2016-07-23,0.3692598938941955,0.3663721680641174,4.12,21.76,25.92,18.68,15.81,88.72,1.0,90.98,Bandung,0
2016-07-24,0.3685611188411712,0.352547287940979,4.89,21.89,25.48,19.42,16.28,90.29,1.75,90.95,Bandung,0
2016-07-25,0.3646007776260376,0.3439244925975799,2.89,21.15,25.35,18.05,15.17,88.45,1.7,91.03,Bandung,0
2016-07-26,0.361154556274414,0.3389806449413299,3.29,20.09,24.43,16.86,14.62,90.55,2.54,91.03,Bandung,0
2016-07-27,0.35804283618927,0.3349108099937439,2.2,20.56,25.21,16.23,14.97,89.87,2.37,90.95,Bandung,0
2016-07-28,0.3562569618225097,0.3427419662475586,9.88,21.0,24.38,18.16,16.15,94.02,2.66,90.96,Bandung,0
2016-07-29,0.3545715808868408,0.337298572063446,7.66,21.61,25.55,19.25,16.39,92.07,2.87,90.95,Bandung,0
2016-07-30,0.3518514335155487,0.328200489282608,1.41,20.71,24.83,17.85,14.99,89.45,2.97,90.98,Bandung,0
2016-07-31,0.3490421772003174,0.3237285315990448,1.21,20.86,25.21,16.9,15.07,89.07,2.71,90.98,Bandung,0
2016-08-01,0.3473401665687561,0.3276340365409851,3.25,21.03,24.97,18.31,15.31,89.5,3.03,90.98,Bandung,0
2016-08-02,0.3452657461166382,0.3255475759506225,0.79,19.45,24.28,15.38,13.39,86.84,2.69,90.92,Bandung,0
2016-08-03,0.3430214822292328,0.3220186233520508,0.2,18.99,23.63,14.66,13.03,86.86,2.38,90.93,Bandung,0
2016-08-04,0.3405689001083374,0.3173562884330749,0.28,20.37,25.5,16.36,13.42,82.69,1.52,91.01,Bandung,0
2016-08-05,0.338532418012619,0.3154335916042328,0.19,20.39,25.35,15.67,13.72,84.07,1.21,91.06,Bandung,0
